EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,JobSatisfaction,WorkLifeBalance,PerformanceRating,EducationField
532,46,Male,IT,Research Scientist,9055,13,13,6,3,Yes,2,4,2,Medical
533,54,Female,HR,Sales Executive,5669,9,0,8,12,No,2,4,3,Human Resources
534,59,Male,Finance,HR Specialist,15028,13,9,2,9,Yes,1,4,4,Life Sciences
535,27,Female,IT,Analyst,4008,19,3,6,10,No,1,1,1,Life Sciences
536,53,Female,IT,Sales Executive,18523,10,8,0,4,No,3,2,1,Other
537,42,Female,IT,Developer,15539,10,6,5,11,Yes,4,4,3,Life Sciences
538,37,Male,R&D,Manager,5199,14,10,1,0,No,1,4,2,Human Resources
539,42,Female,R&D,HR Specialist,12551,7,5,9,4,Yes,1,2,2,Human Resources
540,32,Female,HR,Manager,6439,16,10,0,8,No,4,4,2,Marketing
541,58,Male,IT,HR Specialist,8882,5,4,4,7,No,3,3,3,Other
542,57,Female,R&D,HR Specialist,7695,13,11,5,7,No,4,1,3,Marketing
544,40,Female,R&D,Manager,10114,2,1,3,11,No,2,1,2,Marketing
545,41,Male,HR,Research Scientist,14244,11,1,2,8,No,2,4,1,Other
547,35,Male,IT,Research Scientist,17027,14,8,0,5,No,3,3,3,Human Resources
549,52,Female,IT,Analyst,7495,17,11,1,1,No,3,2,3,Medical
550,22,Female,R&D,Research Scientist,15441,13,8,1,8,No,1,4,4,Human Resources
551,24,Female,R&D,Developer,3181,12,0,9,4,No,2,1,3,Technical Degree
552,37,Female,Sales,Developer,15812,8,6,4,10,No,3,3,3,Technical Degree
554,32,Male,R&D,HR Specialist,5945,18,9,6,4,No,4,4,3,Medical
555,33,Female,R&D,Analyst,13939,7,1,4,5,No,4,1,1,Medical
558,37,Female,IT,Developer,11846,16,9,5,14,Yes,1,4,4,Other
559,29,Female,HR,Manager,6686,4,3,2,11,No,4,3,4,Life Sciences
561,33,Male,IT,Sales Executive,12392,10,7,5,12,No,3,4,1,Other
563,49,Female,IT,HR Specialist,7412,12,10,2,4,No,3,4,1,Technical Degree
566,57,Male,R&D,Sales Executive,7650,14,14,7,1,No,3,2,2,Other
569,49,Male,Sales,Sales Executive,7575,16,10,9,10,No,4,3,4,Technical Degree
570,49,Female,Sales,Sales Executive,7109,17,10,1,6,No,2,2,1,Human Resources
571,58,Female,HR,HR Specialist,17363,16,13,6,7,No,2,2,4,Other
572,57,Male,Finance,HR Specialist,15429,13,5,9,2,No,4,4,4,Technical Degree
573,48,Female,HR,Research Scientist,19973,10,8,3,10,No,2,2,1,Other
574,38,Male,R&D,Sales Executive,4782,13,10,8,3,No,1,2,3,Life Sciences
577,41,Female,Sales,Sales Executive,17739,18,14,2,2,No,2,4,4,Life Sciences
578,34,Female,Finance,Developer,18087,10,9,5,10,Yes,1,3,3,Technical Degree
580,50,Female,Sales,Manager,13616,9,5,7,8,Yes,2,3,3,Human Resources
581,34,Male,IT,Research Scientist,7680,12,5,6,11,No,4,1,2,Life Sciences
583,27,Female,HR,Developer,15101,13,9,0,1,No,3,2,2,Life Sciences
584,39,Male,HR,Developer,7827,16,8,1,9,Yes,2,2,4,Marketing
585,26,Female,Sales,HR Specialist,8067,8,2,9,1,No,3,3,1,Human Resources
586,46,Male,Finance,Analyst,13286,7,6,1,13,No,1,2,1,Medical
587,23,Male,R&D,Research Scientist,5994,7,2,0,10,No,1,2,1,Life Sciences
588,31,Female,IT,Sales Executive,14070,6,3,3,6,Yes,1,2,3,Human Resources
589,51,Male,HR,Sales Executive,10934,15,13,5,13,No,2,1,3,Medical
590,26,Female,R&D,Developer,16971,18,8,3,3,Yes,1,4,4,Human Resources
591,54,Male,R&D,HR Specialist,16939,16,9,3,8,Yes,4,3,3,Technical Degree
593,39,Male,Finance,Research Scientist,10609,12,5,1,5,No,4,4,3,Medical
594,53,Female,HR,Manager,17428,15,5,0,9,No,1,1,1,Marketing
596,42,Female,HR,Research Scientist,5733,14,12,4,4,No,3,3,2,Technical Degree
597,47,Male,Sales,Research Scientist,7067,11,1,4,6,No,2,2,3,Technical Degree
601,34,Male,Sales,HR Specialist,12964,14,6,4,8,No,4,1,3,Life Sciences
603,55,Female,R&D,Manager,3787,15,12,1,6,No,2,2,4,Marketing
604,56,Female,Finance,HR Specialist,18699,6,2,4,14,Yes,4,3,4,Technical Degree
608,49,Male,R&D,HR Specialist,7643,10,3,6,3,No,1,2,4,Marketing
609,38,Female,Finance,Research Scientist,8640,12,9,5,11,No,2,2,1,Marketing
611,52,Female,R&D,Sales Executive,4358,17,5,4,2,No,1,3,2,Technical Degree
612,26,Female,R&D,Developer,14796,18,5,5,0,No,3,2,4,Life Sciences
613,59,Female,R&D,Sales Executive,14185,2,1,3,12,No,1,2,1,Life Sciences
615,44,Male,HR,Research Scientist,13433,4,2,9,3,No,3,4,1,Life Sciences
616,58,Male,Sales,Sales Executive,19921,18,2,0,6,No,1,4,4,Marketing
617,58,Female,HR,HR Specialist,7576,8,3,6,1,Yes,2,3,4,Marketing
618,31,Female,R&D,Manager,10898,6,3,1,12,No,4,2,4,Human Resources
619,31,Female,HR,Manager,12136,11,3,0,11,No,1,1,4,Medical
620,40,Female,R&D,Research Scientist,17216,13,9,0,11,No,2,1,1,Human Resources
621,38,Female,R&D,HR Specialist,15398,15,9,0,14,No,1,2,3,Medical
622,42,Female,Finance,Manager,16994,12,10,1,6,No,3,3,4,Other
623,35,Female,Finance,Research Scientist,12042,17,2,0,14,No,2,2,4,Technical Degree
624,30,Male,HR,Developer,12187,9,0,3,5,No,1,2,2,Other
627,25,Female,Sales,HR Specialist,15953,3,1,6,1,No,2,1,3,Other
629,53,Male,IT,Developer,14169,10,2,2,14,No,4,2,2,Human Resources
630,55,Male,IT,Manager,10381,16,1,8,5,No,1,3,1,Life Sciences
632,52,Male,Finance,Sales Executive,16494,11,5,1,10,No,3,2,1,Life Sciences
633,29,Male,Sales,Manager,10028,19,12,6,5,No,2,4,2,Other
634,47,Male,HR,Developer,13428,6,0,8,5,No,1,2,4,Marketing
635,55,Female,R&D,Developer,14286,3,3,5,2,No,2,3,2,Technical Degree
636,24,Male,IT,Sales Executive,9041,15,9,0,5,Yes,2,1,3,Technical Degree
637,33,Male,R&D,Sales Executive,7174,14,14,5,8,No,4,2,2,Life Sciences
638,22,Female,IT,Developer,3923,13,4,3,13,No,2,3,4,Human Resources
640,51,Male,IT,Analyst,16885,9,5,3,12,No,1,1,2,Technical Degree
641,51,Female,Sales,Manager,12239,19,4,2,10,No,2,3,1,Life Sciences
643,44,Male,R&D,Sales Executive,10600,4,2,1,1,No,2,3,1,Life Sciences
644,36,Female,HR,Sales Executive,11122,12,2,9,7,No,3,4,3,Human Resources
645,58,Female,R&D,Analyst,19466,9,2,3,12,No,1,4,3,Marketing
646,42,Male,HR,HR Specialist,19476,12,5,2,13,No,1,2,3,Life Sciences
647,35,Female,Finance,Analyst,10375,13,3,5,12,Yes,1,2,3,Medical
648,23,Female,Sales,HR Specialist,10837,17,3,9,14,No,1,3,1,Other
649,32,Male,IT,Manager,18188,19,2,2,2,No,3,2,1,Human Resources
651,55,Male,IT,Manager,8489,4,3,3,11,No,4,4,3,Human Resources
652,59,Male,Finance,HR Specialist,11983,19,7,4,14,No,2,3,2,Other
653,55,Male,Sales,Sales Executive,3475,11,2,8,4,No,1,2,3,Technical Degree
654,39,Male,R&D,Analyst,11695,15,9,4,4,Yes,2,3,4,Technical Degree
655,51,Female,R&D,Developer,3230,19,2,0,1,No,1,2,3,Marketing
656,36,Female,Sales,Analyst,10021,18,5,8,1,No,3,4,3,Marketing
657,48,Male,Sales,Developer,12778,6,0,1,5,Yes,3,3,1,Human Resources
659,59,Female,R&D,HR Specialist,19767,18,5,9,13,No,3,1,3,Medical
662,36,Female,Sales,HR Specialist,8243,15,8,1,11,Yes,1,3,2,Life Sciences
663,51,Male,HR,Manager,13594,3,2,8,6,Yes,2,4,1,Marketing
664,38,Female,IT,Manager,7396,9,1,8,12,No,4,4,3,Technical Degree
665,26,Female,Sales,Sales Executive,19992,18,2,0,3,No,2,2,1,Medical
666,50,Male,Finance,Sales Executive,3881,15,11,5,9,No,4,3,2,Other
667,25,Female,Sales,Sales Executive,13442,11,2,5,3,No,4,1,3,Technical Degree
668,31,Female,HR,Developer,13620,19,1,8,12,No,1,1,4,Other
670,31,Male,Finance,Manager,16494,10,10,1,0,No,2,4,3,Technical Degree
671,38,Male,Sales,Developer,9480,19,3,7,3,No,2,1,2,Marketing
672,41,Female,HR,Manager,4994,12,7,0,2,Yes,4,4,4,Medical
674,26,Male,IT,Analyst,10768,16,9,9,4,Yes,4,2,3,Technical Degree
675,55,Male,IT,Manager,15509,9,8,2,6,No,1,3,1,Human Resources
676,27,Female,R&D,Manager,4011,7,7,5,2,Yes,4,3,4,Marketing
678,34,Female,HR,Sales Executive,6447,13,6,9,10,Yes,2,2,4,Medical
679,32,Female,Finance,Research Scientist,18948,18,5,3,5,No,1,4,3,Technical Degree
681,37,Male,IT,Sales Executive,5462,10,9,0,3,Yes,3,1,3,Marketing
682,52,Female,HR,Manager,8123,13,3,7,7,No,2,2,2,Other
683,32,Female,Finance,Manager,7178,12,7,4,2,No,3,2,2,Other
684,37,Male,HR,Developer,16276,11,11,7,4,No,4,4,2,Human Resources
685,29,Female,Sales,Developer,17828,5,1,8,0,No,3,4,1,Life Sciences
688,46,Male,HR,Research Scientist,8916,6,5,9,14,No,3,2,4,Technical Degree
690,53,Male,R&D,Manager,18361,12,12,4,6,No,3,4,2,Human Resources
691,24,Female,IT,HR Specialist,6359,1,0,8,0,No,4,1,2,Medical
693,50,Male,IT,Manager,14488,14,3,1,1,No,3,3,2,Human Resources
694,53,Male,R&D,Developer,10604,15,11,6,11,No,1,4,3,Human Resources
695,40,Male,HR,Sales Executive,15501,1,0,0,0,No,1,4,3,Marketing
696,42,Male,Sales,Developer,7014,19,4,9,9,Yes,1,3,2,Life Sciences
697,26,Male,IT,Research Scientist,3899,4,4,0,4,No,3,4,3,Marketing
699,49,Female,R&D,Manager,3652,19,5,4,1,No,1,1,1,Life Sciences
702,27,Female,R&D,Sales Executive,11524,10,7,5,13,No,4,4,2,Human Resources
704,26,Female,IT,HR Specialist,9753,16,3,5,6,Yes,3,1,3,Medical
705,33,Male,Finance,Sales Executive,13405,13,12,0,3,No,3,3,4,Technical Degree
710,48,Female,HR,Manager,4324,10,3,8,10,No,3,4,3,Medical
712,47,Female,Sales,Sales Executive,6595,17,12,5,12,No,1,1,4,Life Sciences
714,51,Male,Finance,Manager,4882,15,1,8,13,No,2,3,1,Technical Degree
715,38,Female,HR,HR Specialist,16766,12,7,1,8,Yes,4,1,2,Marketing
716,47,Female,IT,Research Scientist,4153,5,4,6,10,Yes,4,2,4,Life Sciences
718,22,Female,IT,Research Scientist,8404,13,3,2,7,No,1,1,3,Medical
721,36,Male,Sales,Manager,14243,17,1,0,8,Yes,1,4,2,Technical Degree
723,35,Male,Sales,Developer,13599,4,4,8,11,Yes,2,4,4,Life Sciences
724,47,Male,Finance,Research Scientist,19690,9,8,5,2,No,4,4,2,Technical Degree
725,49,Female,IT,Manager,9663,17,6,8,13,No,3,3,4,Other
726,44,Male,HR,Research Scientist,18213,12,8,8,11,No,1,1,3,Marketing
727,35,Male,R&D,Research Scientist,9189,19,12,0,10,No,1,1,4,Technical Degree
731,35,Male,R&D,Research Scientist,10336,17,9,5,12,No,3,3,3,Technical Degree
732,28,Male,Sales,Analyst,18481,12,12,3,11,Yes,2,1,2,Other
733,24,Female,HR,Research Scientist,17542,12,4,7,3,No,1,2,3,Marketing
738,36,Female,R&D,Analyst,19538,7,5,9,13,No,1,3,1,Medical
739,46,Female,R&D,HR Specialist,6630,11,10,0,13,No,2,1,3,Other
741,49,Female,IT,Analyst,16513,10,1,9,2,Yes,3,4,2,Other
742,31,Female,IT,Sales Executive,9797,19,5,2,2,No,3,4,4,Human Resources
747,38,Female,Sales,HR Specialist,17231,13,13,6,11,Yes,3,4,3,Marketing
749,41,Male,Finance,Manager,3456,14,7,0,11,No,2,4,4,Other
750,46,Female,Sales,Analyst,6110,9,2,8,0,No,2,2,1,Medical
751,25,Male,HR,Manager,7907,17,4,1,10,No,4,1,3,Human Resources
752,31,Female,IT,Manager,7968,14,5,3,8,No,2,4,4,Other
753,24,Male,R&D,Developer,17202,18,6,9,10,No,1,2,3,Technical Degree
754,39,Male,Sales,Sales Executive,7083,2,1,9,11,Yes,1,4,2,Life Sciences
756,43,Female,HR,Developer,4231,12,1,0,4,No,3,4,1,Life Sciences
757,55,Female,HR,Analyst,3576,12,7,0,10,No,2,4,3,Marketing
758,29,Female,Sales,Sales Executive,3240,8,6,0,14,No,1,4,2,Marketing
759,40,Female,Sales,Analyst,13830,2,1,6,6,Yes,2,4,3,Human Resources
761,27,Female,Finance,Research Scientist,8809,13,6,0,14,Yes,1,4,4,Medical
762,47,Female,R&D,Research Scientist,16573,15,8,9,8,No,3,3,4,Life Sciences
763,55,Female,IT,Manager,19754,13,2,5,3,No,3,4,3,Life Sciences
766,54,Female,R&D,Developer,11156,15,7,1,12,No,4,1,4,Life Sciences
769,27,Male,HR,Research Scientist,12597,17,12,6,4,No,1,1,3,Human Resources
770,27,Male,R&D,Research Scientist,19270,8,7,3,2,Yes,1,2,3,Medical
771,25,Female,HR,HR Specialist,7811,11,3,6,6,No,2,1,4,Technical Degree
772,51,Female,Sales,Manager,10827,4,3,9,12,No,4,4,3,Other
774,51,Female,Sales,Sales Executive,10806,7,6,9,0,No,3,4,3,Marketing
775,52,Male,IT,HR Specialist,5923,15,3,3,7,No,1,1,4,Other
776,45,Male,Finance,Developer,8001,17,14,8,2,No,2,4,2,Medical
777,30,Female,R&D,Manager,10476,11,10,6,12,No,1,3,3,Other
780,58,Female,R&D,Manager,8935,9,9,6,14,No,3,1,2,Technical Degree
781,57,Female,Sales,Developer,19711,8,6,1,3,Yes,1,4,3,Marketing
786,41,Female,R&D,Developer,4606,10,9,1,6,No,4,1,4,Human Resources
787,49,Male,R&D,Research Scientist,9525,12,11,2,3,No,4,3,3,Other
788,32,Male,Sales,HR Specialist,6578,10,9,2,5,No,3,1,1,Human Resources
791,27,Female,HR,Analyst,19157,6,0,0,13,No,3,1,4,Marketing
793,59,Male,Finance,HR Specialist,16875,9,7,3,12,No,1,3,3,Human Resources
795,36,Male,IT,Developer,17150,18,13,3,6,No,1,1,4,Life Sciences
796,32,Female,Finance,Research Scientist,12701,17,5,1,1,No,1,2,4,Medical
797,29,Female,R&D,Sales Executive,19353,16,6,6,10,No,2,2,1,Life Sciences
799,26,Female,HR,Sales Executive,16672,4,2,1,2,Yes,2,1,2,Technical Degree
800,27,Female,IT,Manager,17508,16,5,1,7,Yes,4,3,4,Medical
801,47,Female,Sales,HR Specialist,14002,8,2,0,1,No,1,4,3,Medical
802,25,Male,Sales,Developer,12392,10,4,3,1,No,4,3,3,Life Sciences
804,41,Female,Finance,Sales Executive,16422,6,3,4,5,No,4,3,2,Medical
806,41,Female,R&D,HR Specialist,17071,13,7,0,10,No,2,1,2,Human Resources
807,33,Male,HR,Developer,11810,15,14,4,1,No,4,3,4,Marketing
808,22,Female,Sales,HR Specialist,7954,4,3,4,8,Yes,1,4,3,Medical
809,47,Male,Finance,HR Specialist,6723,17,8,4,11,No,2,2,2,Life Sciences
810,35,Male,Finance,HR Specialist,4686,3,2,1,1,No,3,4,3,Human Resources
811,59,Female,Sales,Sales Executive,17891,11,11,3,8,No,3,3,2,Other
812,58,Female,IT,HR Specialist,15924,18,6,4,14,Yes,3,3,1,Technical Degree
813,32,Male,Finance,Developer,19023,12,6,5,6,No,4,4,3,Technical Degree
814,57,Male,IT,Manager,7239,5,0,6,10,No,3,1,2,Technical Degree
815,34,Female,HR,Developer,11545,10,2,9,2,No,4,3,1,Human Resources
816,24,Male,Finance,Sales Executive,19664,14,9,2,8,Yes,4,4,3,Medical
817,54,Female,Sales,HR Specialist,16633,16,0,2,8,No,4,2,2,Marketing
819,31,Male,HR,Sales Executive,7932,12,9,1,1,No,2,2,3,Medical
822,31,Female,Finance,Analyst,8183,14,3,2,3,No,2,1,2,Technical Degree
823,23,Male,R&D,Manager,5053,15,2,2,6,No,1,1,3,Life Sciences
824,34,Male,R&D,Developer,8008,10,6,7,4,Yes,2,1,3,Other
826,41,Female,R&D,Manager,17690,11,7,2,2,No,4,1,1,Human Resources
828,58,Male,Sales,Analyst,5166,10,0,2,12,No,2,3,4,Technical Degree
829,30,Male,R&D,Research Scientist,11106,15,6,3,8,No,4,4,1,Human Resources
830,38,Female,Finance,Developer,15461,12,4,0,8,No,4,1,1,Human Resources
831,30,Female,Sales,Research Scientist,14198,11,1,2,6,Yes,1,1,2,Human Resources
832,32,Male,HR,Research Scientist,19570,9,7,3,4,No,1,4,4,Technical Degree
834,45,Male,IT,Developer,5645,17,1,3,8,No,4,4,3,Human Resources
836,56,Male,Finance,HR Specialist,16296,19,11,8,12,No,1,1,2,Medical
837,51,Female,R&D,Manager,7627,12,4,5,9,Yes,2,2,2,Medical
838,52,Female,Sales,Manager,14191,16,5,8,1,Yes,2,3,2,Technical Degree
839,26,Female,Sales,Manager,4205,11,10,6,2,Yes,3,3,1,Marketing
840,35,Male,Finance,HR Specialist,9703,16,9,3,6,No,3,1,2,Other
843,55,Female,HR,Sales Executive,5136,15,12,8,6,Yes,4,2,3,Life Sciences
844,33,Female,Finance,Developer,14923,14,2,5,12,No,2,2,1,Life Sciences
845,56,Female,Finance,Sales Executive,9958,18,2,0,11,No,3,4,1,Human Resources
846,56,Male,HR,Manager,19633,9,6,8,11,Yes,2,2,1,Marketing
850,29,Female,HR,Analyst,5215,19,9,4,2,Yes,2,3,3,Technical Degree
851,32,Male,IT,Sales Executive,5157,11,11,1,8,Yes,1,4,1,Technical Degree
852,58,Female,HR,Manager,18870,16,4,2,3,No,3,3,1,Marketing
855,56,Male,R&D,Sales Executive,17578,15,3,6,14,No,2,2,1,Human Resources
856,42,Male,Finance,Research Scientist,16554,14,10,4,1,Yes,3,2,2,Marketing
857,58,Female,IT,Developer,10421,13,8,6,9,No,4,3,4,Technical Degree
858,26,Male,Finance,Analyst,4457,18,10,0,14,No,1,3,4,Technical Degree
860,35,Male,Finance,Manager,16854,12,7,1,7,No,2,2,4,Life Sciences
862,25,Female,IT,HR Specialist,10361,8,8,4,13,No,4,1,3,Medical
864,46,Female,HR,HR Specialist,10654,19,1,7,3,No,4,1,4,Technical Degree
867,35,Male,R&D,Manager,9140,17,0,6,3,No,3,4,2,Technical Degree
869,59,Male,Sales,Analyst,15002,10,4,0,3,No,3,4,1,Technical Degree
870,54,Male,IT,HR Specialist,10937,19,1,4,0,No,1,2,1,Other
872,36,Female,R&D,Manager,9516,15,6,8,8,No,2,4,3,Technical Degree
873,54,Male,Finance,Developer,19605,15,4,6,2,No,4,3,1,Technical Degree
874,46,Female,Finance,Research Scientist,9493,9,9,3,13,No,3,3,1,Marketing
875,38,Male,HR,HR Specialist,7117,16,2,1,7,No,3,3,2,Marketing
878,35,Female,R&D,Research Scientist,15501,13,11,0,12,No,4,1,2,Medical
879,27,Female,R&D,Analyst,4188,14,2,6,7,No,4,2,4,Medical
882,28,Female,Sales,Analyst,13677,18,11,4,1,No,1,1,3,Human Resources
883,29,Female,Sales,HR Specialist,3796,12,9,3,9,No,1,4,1,Marketing
884,36,Male,HR,Research Scientist,17348,11,1,2,12,Yes,1,3,1,Other
885,50,Female,HR,Manager,17836,12,8,8,3,Yes,3,2,4,Marketing
886,54,Male,R&D,Sales Executive,8145,14,5,4,0,Yes,3,4,3,Life Sciences
888,48,Female,IT,Research Scientist,11175,7,4,6,2,No,2,2,4,Life Sciences
891,59,Male,HR,Manager,18451,10,7,1,1,Yes,3,2,1,Technical Degree
892,54,Male,R&D,HR Specialist,7936,8,4,9,11,Yes,3,4,4,Human Resources
893,58,Male,IT,Sales Executive,18625,16,7,4,6,No,4,1,2,Marketing
895,54,Male,IT,Analyst,14433,3,0,7,9,No,3,2,3,Human Resources
896,25,Male,IT,Developer,4369,12,3,7,2,No,4,2,4,Marketing
899,31,Male,HR,HR Specialist,11116,19,14,3,12,No,1,2,4,Human Resources
900,26,Female,Sales,Developer,13919,4,1,9,12,No,4,4,4,Marketing
901,31,Male,IT,Research Scientist,13685,10,10,5,10,No,2,2,3,Human Resources
903,59,Male,IT,Manager,3090,3,3,4,3,No,1,2,3,Life Sciences
904,34,Female,HR,HR Specialist,15086,9,0,1,3,No,3,4,1,Other
906,57,Male,Finance,Research Scientist,19855,11,9,0,14,Yes,3,4,4,Medical
908,36,Male,Sales,Manager,12457,15,6,0,13,No,3,2,3,Other
910,29,Male,IT,Analyst,3597,2,0,4,5,No,1,3,1,Medical
911,26,Male,HR,Sales Executive,14408,16,4,1,5,No,3,4,4,Other
912,50,Male,HR,HR Specialist,10877,14,7,0,6,No,2,4,2,Technical Degree
913,25,Male,IT,Developer,15138,17,3,3,8,Yes,2,4,3,Marketing
914,33,Female,Sales,Sales Executive,14427,9,4,1,9,No,3,2,4,Technical Degree
916,48,Male,R&D,Developer,5389,16,9,1,9,Yes,4,4,2,Marketing
917,52,Female,HR,Analyst,18360,15,11,7,8,No,2,2,2,Life Sciences
918,57,Male,IT,Manager,7075,6,2,2,4,No,4,4,1,Medical
919,57,Male,Sales,Analyst,19847,18,4,1,1,Yes,2,3,1,Technical Degree
920,47,Male,HR,HR Specialist,17797,15,11,5,0,No,2,2,3,Life Sciences
922,26,Male,HR,Developer,19857,3,3,8,1,No,3,2,2,Human Resources
923,41,Female,IT,Analyst,7983,12,10,9,11,No,1,3,4,Medical
924,32,Female,Sales,Manager,3938,9,2,3,0,No,4,1,2,Medical
925,31,Female,IT,Research Scientist,17703,10,4,4,11,No,1,4,1,Life Sciences
926,59,Female,Sales,HR Specialist,10191,18,1,5,7,No,1,3,3,Life Sciences
927,27,Female,HR,Manager,18058,14,8,2,2,No,2,4,3,Other
928,29,Female,R&D,Sales Executive,7056,10,2,2,9,No,4,3,2,Technical Degree
931,33,Male,Finance,Developer,3259,10,0,5,9,No,4,1,1,Life Sciences
932,47,Female,IT,Sales Executive,4656,9,4,8,11,No,2,2,4,Other
934,39,Female,Finance,Manager,14311,4,1,4,5,No,3,1,1,Medical
935,46,Female,HR,Research Scientist,9290,14,14,7,0,No,4,2,4,Medical
937,33,Female,Sales,Analyst,10973,16,11,3,13,No,2,1,1,Human Resources
940,26,Female,Finance,Manager,16305,11,5,9,2,No,1,1,4,Technical Degree
941,58,Female,Finance,Research Scientist,13679,9,7,4,8,No,1,4,4,Human Resources
942,29,Female,IT,HR Specialist,3228,8,1,9,8,Yes,2,1,3,Technical Degree
944,52,Female,HR,Manager,12560,19,5,3,1,No,1,3,3,Human Resources
945,30,Male,Finance,Sales Executive,6979,19,0,8,9,No,4,2,1,Technical Degree
946,50,Male,IT,Developer,16575,13,9,8,14,No,2,2,2,Technical Degree
947,35,Male,Finance,Sales Executive,3739,18,2,8,8,No,4,1,3,Human Resources
950,44,Male,Sales,HR Specialist,8386,19,11,8,14,No,1,4,1,Life Sciences
951,22,Male,IT,HR Specialist,7571,16,12,1,11,Yes,4,1,1,Human Resources
953,42,Male,HR,Sales Executive,17260,11,0,8,8,No,3,1,2,Technical Degree
954,47,Female,HR,Developer,9594,14,5,7,10,No,3,4,3,Other
956,44,Female,IT,Research Scientist,15572,14,2,4,10,No,2,4,4,Technical Degree
957,22,Male,IT,Manager,10480,19,10,9,2,No,4,2,2,Human Resources
958,36,Female,IT,Research Scientist,19973,15,7,6,6,No,2,4,3,Marketing
959,42,Male,IT,Developer,7217,8,7,2,13,No,2,4,2,Technical Degree
960,30,Female,Finance,Developer,10648,7,4,3,1,No,1,2,4,Medical
961,30,Female,Sales,Manager,16550,10,10,3,13,No,4,4,1,Other
962,31,Female,Finance,Sales Executive,13750,8,1,9,3,Yes,2,2,3,Human Resources
963,47,Male,Sales,Sales Executive,3001,15,1,3,3,No,3,3,3,Human Resources
964,56,Female,R&D,Analyst,10882,13,4,7,6,No,4,2,2,Technical Degree
965,46,Male,R&D,Sales Executive,16086,14,3,1,13,No,3,2,3,Medical
966,47,Female,Sales,HR Specialist,15748,13,11,1,14,No,3,4,4,Human Resources
967,32,Female,Finance,HR Specialist,19308,9,3,4,1,No,1,1,4,Human Resources
968,59,Male,HR,Analyst,14849,12,4,5,7,No,3,2,4,Technical Degree
969,23,Female,Finance,Developer,18317,0,0,3,7,No,3,1,3,Marketing
971,39,Male,Finance,Manager,16778,16,6,9,14,No,2,2,2,Medical
972,48,Female,IT,Analyst,7204,16,2,3,5,No,2,4,3,Other
973,55,Female,IT,Analyst,11471,9,9,7,3,No,2,3,1,Other
975,38,Female,R&D,HR Specialist,5884,17,14,9,14,No,2,2,1,Human Resources
976,45,Male,Sales,Manager,6579,12,9,3,2,No,4,4,4,Human Resources
978,28,Female,IT,Manager,5251,9,7,4,11,No,2,4,3,Other
979,27,Female,Finance,Analyst,7640,19,8,9,2,No,3,2,1,Life Sciences
983,43,Female,IT,Manager,12200,15,13,4,6,No,1,4,2,Human Resources
984,47,Female,IT,Sales Executive,15904,14,1,6,8,No,4,1,1,Other
986,42,Male,Finance,Research Scientist,9947,12,6,8,12,No,4,2,1,Other
988,38,Male,IT,Manager,15782,7,3,2,3,No,4,1,1,Life Sciences
990,41,Female,Sales,Sales Executive,3741,9,4,4,6,No,2,3,3,Technical Degree
991,43,Male,R&D,HR Specialist,3733,16,10,6,9,No,2,4,4,Medical
992,49,Male,Finance,HR Specialist,16944,19,9,5,5,No,1,1,2,Human Resources
993,28,Male,IT,Developer,4806,8,4,2,9,No,1,4,2,Marketing
994,22,Female,Sales,Sales Executive,16285,13,10,0,8,No,4,3,4,Marketing
995,53,Female,IT,Analyst,13570,19,8,5,7,No,4,3,1,Other
996,34,Male,IT,Research Scientist,14457,12,11,5,1,No,3,1,1,Marketing
998,44,Male,IT,Manager,10358,18,1,1,5,No,1,1,1,Human Resources
999,40,Male,IT,Research Scientist,17587,8,2,8,4,Yes,1,3,2,Medical
1000,53,Male,HR,Developer,8857,16,4,5,1,No,2,2,3,Human Resources
1001,51,Female,HR,Research Scientist,4024,14,11,0,1,Yes,2,1,2,Marketing
1002,50,Male,Sales,Developer,12674,19,3,7,4,Yes,3,2,4,Medical
1006,40,Female,Sales,Analyst,7566,14,8,0,9,No,1,3,4,Human Resources
1007,39,Male,IT,Analyst,17022,4,2,9,10,No,2,1,1,Technical Degree
1008,22,Female,R&D,Developer,14157,16,0,4,2,No,4,1,1,Technical Degree
1009,35,Female,HR,Analyst,13952,6,4,3,8,No,2,2,3,Medical
1011,49,Male,IT,Sales Executive,10082,14,0,1,9,No,3,2,4,Human Resources
1012,51,Female,HR,Analyst,14946,19,0,0,12,No,2,1,4,Medical
1013,59,Female,Finance,Developer,5629,13,12,6,2,Yes,3,2,2,Life Sciences
1014,25,Male,HR,Developer,9661,9,5,7,5,No,2,2,3,Technical Degree
1016,29,Male,R&D,Manager,13227,9,6,7,1,No,4,2,1,Human Resources
1017,50,Female,Finance,Manager,16674,19,13,3,6,No,4,1,1,Medical
1018,24,Male,Finance,Analyst,4719,8,7,7,8,No,4,1,3,Life Sciences
1019,53,Female,Finance,Research Scientist,12233,12,7,2,8,No,4,4,4,Technical Degree
1020,31,Female,Sales,Sales Executive,6487,13,2,6,7,No,4,3,1,Life Sciences
1023,55,Female,HR,HR Specialist,14416,18,8,4,7,No,2,1,1,Other
1025,44,Female,IT,Sales Executive,13003,4,4,5,0,No,1,2,1,Technical Degree
1026,49,Female,HR,Sales Executive,18498,16,14,8,0,No,2,1,1,Technical Degree
